System,Title,FW,LTD,Publisher,Release Date
PS2,The Sims,11.285,26.478,Electronic Arts,22/01/2004
NDS,The Sims 2,1.018,1.018,Electronic Arts,8/12/2005
NDS,The Sims 2: Castaway,3,11.529,Electronic Arts,24/01/2008
NDS,The Sims 2: Pets,2.229,2.229,Electronic Arts,14/12/2006
3DS,The Sims 3,,13.115,Electronic Arts,1/4/2011
PS3,The Sims 3,6.359,11.565,Electronic Arts,18/11/2010
PS3,The Sims 3: Pets,,7.655,Electronic Arts,17/11/2011
3DS,The Sims 3: Pets,,4.332,Electronic Arts,17/11/2011
PS4,The Sims 4,3.378,3.378,Electronic Arts,16/11/2017
WII,The Sky Crawlers: Innocent Aces,6.005,6.005,Bandai Namco,16/10/2008
PS3,The Sly Collection,,4.893,SCE,27/01/2011
3DS,The Snack World: TreJarers,84.288,274.759,Level 5,10/8/2017
SWI,The Snack World: TreJarers Gold,36.757,113.118,Level 5,12/4/2018
NDS,The Song Generation,800,4.179,AQ Interactive,18/06/2009
PS2,The Story of Hero Yoshitsune,40.096,68.983,From Software,13/01/2005
PS2,The Story of Hero Yoshitsune: Shura,7.582,17.685,From Software,27/10/2005
SMD,The Story of Thor,8.866,15.608,SEGA,9/12/1994
SAT,The Story of Thor 2,,46.481,SEGA,26/04/1996
PS2,The Super Dimension Fortress Macross,70.572,116.906,SEGA,23/10/2003
SAT,The Super Dimension Fortress Macross: Do You Remember Love,53.889,80.922,Bandai,6/6/1997
PS1,The Super Dimension Fortress Macross: Do You Remember Love,16.661,21.596,Bandai,27/05/1999
PS3,The Super Dimension Fortress Macross: Do You Remember Love - Hybrid Pack,22.479,30.921,Bandai Namco,26/07/2012
PS4,The Surge,3.764,3.764,Intergrow,30/11/2017
PS2,The Sword of Etheria,15.091,31.23,Konami,30/06/2005
PS2,The Thing: Episode II,4.688,4.688,Konami,27/02/2003
PS4,The Tomorrow Children [PlayStation Store],,14.493,SIE,7/9/2016
SAT,The Tower,24.301,39.178,OPeNBook,1/3/1996
NDS,The Tower DS,7.2,29.596,DigiToys,26/06/2008
GBA,The Tower SP,10.032,31.467,Nintendo,28/04/2005
PS1,The Tower: Bonus Edition,17.175,32.201,OPeNBooK9003,1/11/1996
DC,The Typing of the Dead,17.611,46.836,SEGA,30/03/2000
PS2,The Typing of the Dead: Zombie Panic,2.133,2.133,SEGA,22/12/2004
NDS,The Urbz: Sims in the City,3.766,3.766,Electronic Arts,2/12/2004
PS2,The Urbz: Sims in the City,3.574,3.574,Electronic Arts,13/01/2005
GBA,The Urbz: Sims in the City,1.07,1.07,Electronic Arts,2/12/2004
PS3,The Walking Dead: A Telltale Games Series,7.672,12.719,CyberFront,5/12/2013
PS4,The Walking Dead: A Telltale Games Series,3.297,3.297,Square Enix,23/06/2016
PS4,The Walking Dead: Season Two,3.008,3.008,Square Enix,30/06/2016
XBX,The Wild Rings,1.379,3.117,Microsoft,10/4/2003
PS3,The Witch and the Hundred Knights,52.374,83.041,Nippon Ichi Software,25/07/2013
PS4,The Witch and the Hundred Knights 2,15.709,27.673,Nippon Ichi Software,23/02/2017
PS4,The Witch and the Hundred Knights Revival,6.306,6.306,Nippon Ichi Software,25/09/2015
360,The Witcher 2: Assassins of Kings,3.969,6.439,Spike Chunsoft,23/08/2012
PS4,The Witcher 3: Wild Hunt,67.458,191.45,Spike Chunsoft,21/05/2015
PS4,The Witcher 3: Wild Hunt - Game of the Year Edition,10.365,45.734,Spike Chunsoft,1/9/2016
PS4,The Witcher 3: Wild Hunt [All Versions],67.458,237.184,Spike Chunsoft,21/05/2015
NDS,The Wizard of Oz: Beyond the Yellow Brick Road,2.464,8.354,D3 Publisher,25/12/2008
WIU,The Wonderful 101,6.663,27.028,Nintendo,24/08/2013
NDS,The World Ends with You,81.326,192.955,Square Enix,27/07/2007
SWI,The World Ends with You: Final Remix,12.895,15.07,Square Enix,27/09/2018
WII,The World of Golden Eggs: Nori Nori Rhythm Kei,1.4,1.4,AQ Interactive,26/06/2008
NDS,The World of Golden Eggs: Nori Nori Uta Dekichatte Kei,2,6.019,AQ Interactive,19/02/2009
SAT,The Yakyuu Ken Special: Konya wa 12-kai Ikusa,27.7,38.956,Shietta Daikanyama,28/07/1995
PS2,The Yamanote Sen: Train Simulator Real,6.597,6.597,SCE,4/10/2001
3DS,Theatrhythm Dragon Quest,61.073,128.108,Square Enix,26/03/2015
3DS,Theatrhythm Final Fantasy,68.901,163.9,Square Enix,16/02/2012
3DS,Theatrhythm Final Fantasy: Curtain Call,75.867,157.718,Square Enix,24/04/2014
PS1,Theme Hospital,11.515,11.515,Electronic Arts,18/06/1998
PS1,Theme Park,,68.861,Electronic Arts,29/12/1995
SAT,Theme Park,32.897,52.891,Electronic Arts,22/12/1995
3DO,Theme Park,19.794,33.66,Electronic Arts,21/07/1995
NDS,Theme Park DS,7.331,23.908,Electronic Arts,15/03/2007
PSP,There in Japan,9.414,32.787,SCE,1/5/2008
NDS,Theresia: Dear Emile,1.5,1.5,Arc System Works,11/9/2008
NDS,Theta,2.092,2.092,Nintendo,6/9/2007
PS4,Thief,9.505,12.219,Square Enix,12/6/2014
PS3,Thief,5.474,8.212,Square Enix,12/6/2014
PS2,This Is Football: World Tour Soccer 2003,6.586,6.586,SCE,1/5/2003
PS1,Thoroughbred Breeder II Plus,12.319,12.319,Hect,17/11/1995
PS1,Thoroughbred Breeder: The Conquest of the World,,16.993,Hect,23/04/1998
PS1,Thousand Arms,48.217,108.946,Atlus,17/12/1998
XBX,Thousand Land,1.434,4.507,From Software,20/03/2003
PS2,Thread Colors: Sayonara no Mukougawa,5.302,5.302,D3 Publisher,14/11/2002
PS2,Threat Con Delta,3.734,3.734,Taito,30/09/2004
SAT,Thunder Force V,11.832,11.832,Technosoft,11/7/1997
PS1,Thunder Force V: Perfect System,6.772,6.772,Technosoft,21/05/1998
PS2,Thunder Force VI,9.833,11.918,SEGA,30/10/2008
SAT,Thunder Hawk II,13.796,13.796,Victor Entertainment,23/02/1996
PS1,Thunder Hawk II,7.15,7.15,Victor Entertainment,24/05/1996
PSP,Tiger & Bunny: Hero's Day,6.685,11.19,D3 Publisher,20/03/2013
PSP,Tiger & Bunny: On-Air Jack!,14.357,25.008,Bandai Namco,20/09/2012
PS2,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,7.943,18.301,Capcom,21/10/2004
PS1,Time Bokan Series: Bokan Desuyo,9.484,9.484,Banpresto,12/3/1998
PS1,Time Bokan Series: Bokan to Ippatsu! Doronbo,16.255,16.255,Banpresto,29/11/1996
PS1,Time Crisis,93.813,299.517,Namco,27/06/1997
PS2,Time Crisis 3,12.982,35.375,Namco,20/11/2003
PS3,Time Crisis 4,20,59.515,Bandai Namco,20/12/2007
PS2,Time Crisis II,49.49,152.192,Namco,4/10/2001
PS1,Time Crisis: Project Titan,15.585,44.562,Namco,26/04/2001
PS3,Time Crisis: Razing Storm,11.58,39.183,Bandai Namco,21/10/2010
NDS,Time Hollow: Seeking the Lost Past,25.827,59.235,Konami,19/03/2008
360,Time Leap,5.591,8.042,Prototype,25/06/2009
PS3,Time Leap,,3.077,Prototype,12/1/2012
PS2,Time Splitters 2,3.882,3.882,Eidos Interactive,27/02/2003
DC,Time Stalkers,22.478,22.478,SEGA,15/09/1999
3DS,Time Travelers,9.761,22.162,Level 5,12/7/2012
PSV,Time Travelers,9.887,21.71,Level 5,12/7/2012
PSP,Time Travelers,3.338,13.686,Level 5,19/07/2012
PSV,Timepiece Ensemble,1.816,1.816,Entergram,23/02/2017
PSP,Tir Na Nog: Yuukyuu no Jin,2.6,7.484,SystemSoft Alpha,29/04/2009
XB1,Titanfall,22.416,43.777,Electronic Arts,4/9/2014
360,Titanfall,11.004,15.254,Electronic Arts,10/4/2014
PS4,Titanfall 2,23.569,66.865,Electronic Arts,28/10/2016
PS1,To Heart,81.755,146.576,Aqua Plus,25/03/1999
PS2,To Heart 2,82.949,111.296,Aqua Plus,28/12/2004
PS3,To Heart 2 DX Plus,31.453,55.388,Aqua Plus,22/09/2011
PSP,To Heart 2 Portable,32.521,52.764,Aqua Plus,30/07/2009
PSP,To Heart 2: Dungeon Travelers,43.979,72.068,Aqua Plus,30/06/2011
PSV,To Heart 2: Dungeon Travelers,13.599,19.66,Aqua Plus,30/04/2015
PSP,To Heart 2: Dungeon Travelers [All Versions],43.979,78.46,Aqua Plus,30/06/2011
PSP,To Heart 2: Dungeon Travelers [AquaPrice 2800],939,6.392,Aqua Plus,25/04/2013
PSP,To Heart Portable [AquaPrice 2800],,4.773,Aqua Plus,27/10/2011
PSP,To Love-Ru Trouble: Anger! Coastal School,14.798,29.012,Marvelous Entertainment,2/10/2008
PSV,To Love-Ru Trouble: Darkness - Battle Ecstasy,22.959,28.058,FuRyu,22/05/2014
PSV,To Love-Ru Trouble: Darkness - True Princess,19.806,24.787,FuRyu,5/11/2015
NDS,To Love-Ru Trouble: Exciting! Forest School,8.639,8.639,Marvelous Entertainment,28/08/2008
PS2,To the North. Diamond Dust,6.122,6.122,Hudson,30/10/2003
PS2,To the North. Diamond Dust + Kiss is Beginning,4.023,4.023,Hudson,28/10/2004
DC,To the North. White Illumination,20.414,20.414,SEGA,18/03/1999
PSP,Toaru Kagaku no Chou Denjihou,32.047,54.429,ASCII Media Works,8/12/2011
PSP,Toaru Majutsu no Index,56.567,84.352,ASCII Media Works,27/01/2011
PSP,Toaru Majutsu to Kagaku no Ensemble,19.004,29.517,Bandai Namco,21/02/2013
PS1,Tobaku Mokushiroku Kaiji,5.191,5.191,Kodansha,25/05/2000
PS1,Tobal 2,,318.293,Square,25/04/1997
PS1,Tobal No.1,398.804,661.052,Square,2/8/1996
NDS,Tobidase! Kagaku-Kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,,16.108,Bandai Namco,3/3/2011
PS2,TOCA Race Driver 2: The Ultimate Racing Simulator,2.043,2.043,Interchannel,14/12/2006
NDS,TOEIC Test DS Training,14.518,253.274,IE Institute,29/03/2007
NDS,TOEIC Test Eitango: Speed Master,,6.953,Creative Core,30/04/2009
NDS,TOEIC Test Official DS Training,,19.413,IE Institute,27/08/2009
NDS,TOEIC Test Super Coach @ DS,,3.808,Kirihara Shoten,25/02/2010
3DS,TOEIC Test: Ultra-Fast Training,,20.771,IE Institute,5/4/2012
PS2,Togainu no Chi: TrueBlood,10.749,19.302,Kadokawa Shoten,29/05/2008
PSP,Togainu no Chi: TrueBlood Portable,8.343,12.419,Kadokawa Shoten,23/12/2010
SWI,Together! The Battle Cats [Nintendo eShop],,213.626,Ponos,20/12/2018
PSV,Tokeijikake no Ley Line: Kagerou ni Samayou Majo,2.48,2.48,Dramatic Create,27/04/2017
PSP,Toki no Kizuna,15.39,22.763,Idea Factory,19/07/2012
PSP,Toki no Kizuna: Hanayui Tsuzuri,10.912,16.003,Idea Factory,25/07/2013
SAT,Tokimeki Mahjong Paradise: Koi no Ten Pie Beat,,21.67,Sonnet Computer Entertainment,20/10/1995
PS1,Tokimeki Memorial 2,195.65,370.611,Konami,25/11/1999
PS1,Tokimeki Memorial 2 Substories: Dancing Summer Vacation,22.231,38.922,Konami,28/09/2000
PS1,Tokimeki Memorial 2 Substories: Memories Ringing On,13.502,13.502,Konami,30/08/2001
PS2,Tokimeki Memorial 2: Music Video Clips - Circus in Imashou,6.87,6.87,Konami,18/04/2002
PS1,Tokimeki Memorial 2: Taisen Pazurudama,8.68,8.68,Konami,15/03/2001
PS2,Tokimeki Memorial 3,70.224,129.534,Konami,20/12/2001
PSP,Tokimeki Memorial 4,47.469,88.268,Konami,3/12/2009
PSP,Tokimeki Memorial 4 [All Versions],47.469,99.117,Konami,3/12/2009
PSP,Tokimeki Memorial 4 [Best Selection],,10.849,Konami,15/07/2010
PS1,Tokimeki Memorial Drama Series Vol.1: Rainbow of Youth,55.283,63.92,Konami,10/7/1997
SAT,Tokimeki Memorial Drama Series Vol.1: Rainbow of Youth,37.366,43.718,Konami,10/7/1997
PS1,Tokimeki Memorial Drama Series Vol.2: Love Song of Aya,31.221,31.221,Konami,26/03/1998
SAT,Tokimeki Memorial Drama Series Vol.2: Love Song of Aya,19.801,19.801,Konami,26/03/1998
PS1,Tokimeki Memorial Drama Series Vol.3: Poetry of Departure,29.993,53.419,Konami,1/4/1999
SAT,Tokimeki Memorial Drama Series Vol.3: Poetry of Departure,14.217,14.217,Konami,1/4/1999
GB,Tokimeki Memorial Pocket: Culture-hen - Komorebi no Melody,17.533,17.533,Konami,11/2/1999
GB,Tokimeki Memorial Pocket: Sports-hen - Sakuraba no Photograph,19.963,19.963,Konami,11/2/1999
PS1,Tokimeki Memorial Selection: Fujisaki Shiori,36.48,36.48,Konami,27/03/1997
SAT,Tokimeki Memorial Selection: Fujisaki Shiori,26.304,26.304,Konami,27/03/1997
SFC,Tokimeki Memorial: Densetsu no Ki no Shita de,60.606,76.935,Konami,9/2/1996
PS1,Tokimeki Memorial: Forever with You,288.996,473.795,Konami,13/10/1995
SAT,Tokimeki Memorial: Forever with You,203.944,374.936,Konami,19/07/1996
PS2,Tokimeki Memorial: Girl's Side,34.591,110.628,Konami,20/06/2002
NDS,Tokimeki Memorial: Girl's Side 1st Love,17.536,105.091,Konami,15/03/2007
NDS,Tokimeki Memorial: Girl's Side 1st Love [All Versions],17.536,153.397,Konami,15/03/2007
NDS,Tokimeki Memorial: Girl's Side 1st Love Plus,12.336,39.61,Konami,12/3/2009
NDS,Tokimeki Memorial: Girl's Side 1st Love Plus [All Versions],12.336,48.306,Konami,12/3/2009
PS2,Tokimeki Memorial: Girl's Side 2nd Kiss,39.151,68.566,Konami,3/8/2006
NDS,Tokimeki Memorial: Girl's Side 2nd Season,35.173,103.11,Konami,14/02/2008
NDS,Tokimeki Memorial: Girl's Side 2nd Season [All Versions],35.173,111.806,Konami,14/02/2008
NDS,Tokimeki Memorial: Girl's Side 3rd Story,64.63,165.682,Konami,24/06/2010
NDS,Tokimeki Memorial: Girl's Side Double Pack,2.889,8.696,Konami,25/10/2012
PSP,Tokimeki Memorial: Girl's Side Premium - 3rd Story,26.705,67.829,Konami,15/03/2012
PS1,Tokimeki Memorial: Private Collection,,167.155,Konami,26/04/1996
PS1,Tokimeki Memorial: Taisen Puzzledama,57.069,71.863,Konami,27/09/1996
SAT,Tokimeki Memorial: Taisen Puzzledama,49.325,65.364,Konami,27/09/1996
PS1,Tokimeki Memorial: Taisen Tokkaedama,21.767,21.767,Konami,19/06/1997
PS1,Tokimeki no Houkago,35.52,42.774,Konami,16/07/1998
PSV,Tokimeki Restaurant: Project Tristars,3.164,3.164,Koei Tecmo,22/02/2018
PS3,Tokitowa: Time and Eternity,28.328,47.386,Bandai Namco,11/10/2012
NDS,Tokumei Sentai Go-Busters,4.684,19.107,Bandai Namco,27/09/2012
DC,Tokusatsu Bouken Katsugeki Super Hero Retsuden,6.915,6.915,Banpresto,27/07/2000
PSV,Tokushu Houdoubu,6.515,11.829,Nippon Ichi Software,23/08/2012
PS2,Tokyo Bus Guide 2,5.091,5.091,Success,8/9/2005
PS2,Tokyo Bus Guide: Kyo Kara Kimi mo Untenshu,6.501,10.448,Success,10/5/2001
PSV,Tokyo Clanpool,4.984,4.984,Compile Heart,5/10/2017
NDS,Tokyo Friend Pack II DS,3.766,69.849,Rocket Company,30/11/2006
WII,Tokyo Friend Pack II Ketteiban: Minna de Chousen! Taikan Attraction,,36.75,Spike,3/12/2009
PSV,Tokyo Ghoul: Jail,8.441,8.441,Bandai Namco,1/10/2015
PS3,Tokyo Jungle,110.185,216.419,SCE,7/6/2012
PS3,Tokyo Jungle [All Versions],110.185,230.821,SCE,7/6/2012
PS3,Tokyo Jungle [PlayStation 3 the Best],,14.402,SCE,7/2/2013
WS,Tokyo Majin Gakuen: Fuju Houroku,9.573,9.573,Asmik Ace Entertainment,12/10/2000
PS1,Tokyo Majin Gakuen: Gehoujou,49.34,77.78,Asmik Ace Entertainment,24/01/2002
PS1,Tokyo Majin Gakuen: Ken Kaze Tobari,6.05,6.05,Asmik Ace Entertainment,18/06/1998
NDS,Tokyo Majin Gakuen: Kenouu Chou,12.798,19.338,Marvelous Entertainment,21/08/2008
PS1,Tokyo Majin Gakuen: Kenpuu Chou Emaki,13.212,13.212,Asmik Ace Entertainment,13/07/2000
PS2,Tokyo Majin Gakuen: Kenpuu Chou Emaki,24.584,42.604,Marvelous Interactive,12/8/2004
PS1,Tokyo Majin Gakuen: Oboro-Kitan,,46.839,Asmik Ace Entertainment,22/04/1999
PS1,Tokyo Mew Mew: Toujou Shin Mew Mew! Minna Issho ni go Houshi Suru Nyan,5.966,5.966,Takara,5/12/2002
WIU,Tokyo Mirage Session ?FE,23.806,39.481,Nintendo,26/12/2015
PSP,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,21.882,37.254,Atlus,22/04/2010
PSV,Tokyo Onmyouji: Tengen Jibashi - Rei no Baai - V Edition,1.99,1.99,Dramatic Create,17/09/2015
PSV,Tokyo Xanadu,93.288,137.522,Nihon Falcom,30/09/2015
PS4,Tokyo Xanadu eX+,16.86,24.271,Nihon Falcom,8/9/2016
DC,Tokyo Xtreme Racer,64.255,161.453,Genki,24/06/1999
PS2,Tokyo Xtreme Racer 0,71.179,135.16,Genki,15/03/2001
PS2,Tokyo Xtreme Racer 01,105.579,201.001,Genki,24/07/2003
DC,Tokyo Xtreme Racer 2,55.417,95.42,Genki,22/06/2000
SAT,Tokyo Xtreme Racer '97: Drift King,9.919,9.919,Imagineer,28/02/1997
PS2,Tokyo Xtreme Racer Drift,57.968,140.047,Genki,27/02/2003
PS2,Tokyo Xtreme Racer Drift 2,43.37,81.879,Genki,28/07/2005
PS2,Tokyo Xtreme Racer Drift: Chain Reaction,52.598,91.785,Genki,26/02/2004
PS1,Tokyo Xtreme Racer Gaiden: Super Technic Challenge - The Road to Drift King,32.594,32.594,Media Quest,20/12/1996
PS1,Tokyo Xtreme Racer R,,88.892,Genki,25/04/1997
360,Tokyo Xtreme Racer X,5.786,9.838,Genki,27/07/2006
PS1,Tokyo Xtreme Racer: Drift King,54.526,190.828,Bullet Proof Software,3/5/1996
PSP,Tokyo Xtreme Racer: Zone of Control,17.482,49.907,Genki,21/04/2005
PSV,Tokyo Yamanote Boys for V: Main Disc,1.501,1.501,Rejet,22/06/2017
PSP,Tokyo Yamanote Boys Portable: Dark Cherry Disc,3.44,5.983,5pb.,21/02/2013
PSP,Tokyo Yamanote Boys Portable: Honey Milk Disc,3.12,5.943,5pb.,20/12/2012
PSP,Tokyo Yamanote Boys Portable: Super Mint Disc,3.469,5.999,5pb.,24/01/2013
360,Tom Clancy's EndWar,2.9,7.721,Ubisoft,29/01/2009
PS3,Tom Clancy's EndWar,2.6,8.693,Ubisoft,26/02/2009
PS2,Tom Clancy's Ghost Recon,6.647,9.97,Ubisoft,13/03/2003
XBX,Tom Clancy's Ghost Recon,2.733,5.414,Microsoft,25/09/2003
PS2,Tom Clancy's Ghost Recon 2,7.859,18.388,Ubisoft,18/08/2005
360,Tom Clancy's Ghost Recon: Advanced Warfighter,4.849,8.903,Ubisoft,29/06/2006
PS2,Tom Clancy's Ghost Recon: Advanced Warfighter,3.056,3.056,Ubisoft,28/09/2006
360,Tom Clancy's Ghost Recon: Advanced Warfighter [All Versions],4.849,10.525,Ubisoft,29/06/2006
360,Tom Clancy's Ghost Recon: Advanced Warfighter [Platinum Collection],1.622,1.622,Ubisoft,14/06/2007
PS3,Tom Clancy's Ghost Recon: Advanced Warfighter 2,8.056,22.771,Ubisoft,8/11/2007
360,Tom Clancy's Ghost Recon: Advanced Warfighter 2,7.227,15.994,Ubisoft,12/7/2007
PS3,Tom Clancy's Ghost Recon: Future Soldier,23.021,51.322,Ubisoft,5/7/2012
360,Tom Clancy's Ghost Recon: Future Soldier,4.954,7.348,Ubisoft,5/7/2012
XBX,Tom Clancy's Ghost Recon: Island Thunder,,6.459,Microsoft,11/3/2004
PS2,Tom Clancy's Ghost Recon: Jungle Storm,4.306,4.306,Ubisoft,23/06/2005
3DS,Tom Clancy's Ghost Recon: Shadow Wars,,10.536,Ubisoft,19/05/2011
PS4,Tom Clancy's Ghost Recon: Wildlands,94.017,232.359,Ubisoft,9/3/2017
PS2,Tom Clancy's Rainbow Six 3,6.449,6.449,Ubisoft,10/3/2005
XBX,Tom Clancy's Rainbow Six 3,,6.089,Ubisoft,8/7/2004
XBX,Tom Clancy's Rainbow Six 3: Black Arrow,1.505,5.186,Ubisoft,10/3/2005
PS4,Tom Clancy's Rainbow Six: Siege,27.027,329.247,Ubisoft,10/12/2015
PS4,Tom Clancy's Rainbow Six: Siege - Advanced Edition,7.154,107.213,Ubisoft,1/3/2018
PS4,Tom Clancy's Rainbow Six: Siege - Deluxe Edition,3.617,5.862,Ubisoft,11/4/2019
PS4,Tom Clancy's Rainbow Six: Siege [All Versions],27.027,442.322,Ubisoft,10/12/2015
PS3,Tom Clancy's Rainbow Six: Vegas,10.225,28.099,Ubisoft,28/06/2007
360,Tom Clancy's Rainbow Six: Vegas,8.065,18.502,Ubisoft,26/04/2007
PS3,Tom Clancy's Rainbow Six: Vegas [All Versions],10.225,40.051,Ubisoft,28/06/2007
360,Tom Clancy's Rainbow Six: Vegas [All Versions],8.065,21.233,Ubisoft,26/04/2007
360,Tom Clancy's Rainbow Six: Vegas [Platinum Collection],1.79,2.731,Ubisoft,6/3/2008
PS3,Tom Clancy's Rainbow Six: Vegas [PlayStation 3 the Best],1.3,11.952,Ubisoft,24/04/2008
PS3,Tom Clancy's Rainbow Six: Vegas 2,12.812,27.024,Ubisoft,29/05/2008
360,Tom Clancy's Rainbow Six: Vegas 2,11.595,18.533,Ubisoft,24/04/2008
PS3,Tom Clancy's Rainbow Six: Vegas 2 [All Versions],12.812,34.17,Ubisoft,29/05/2008
PS3,Tom Clancy's Rainbow Six: Vegas 2 [Ubi the Best],,7.146,Ubisoft,30/07/2009
PS2,Tom Clancy's Splinter Cell,10.784,10.784,Ubisoft,27/11/2003
XBX,Tom Clancy's Splinter Cell,2.511,2.511,Ubisoft,27/11/2003
PS3,Tom Clancy's Splinter Cell: Blacklist,24.221,49.529,Ubisoft,5/9/2013
360,Tom Clancy's Splinter Cell: Blacklist,4.165,6.011,Ubisoft,5/9/2013
WIU,Tom Clancy's Splinter Cell: Blacklist,,3.927,Ubisoft,5/9/2013
3DS,Tom Clancy's Splinter Cell: Chaos Theory,5.796,16.632,Ubisoft,17/03/2011
PS2,Tom Clancy's Splinter Cell: Chaos Theory,2.874,2.874,Ubisoft,17/11/2005
360,Tom Clancy's Splinter Cell: Conviction,16.508,23.606,Ubisoft,28/04/2010
360,Tom Clancy's Splinter Cell: Conviction [All Versions],16.508,23.606,Ubisoft,28/04/2010
360,Tom Clancy's Splinter Cell: Double Agent,3.945,6.292,Ubisoft,22/02/2007
PS2,Tom Clancy's Splinter Cell: Double Agent,2.963,2.963,Ubisoft,12/4/2007
XBX,Tom Clancy's Splinter Cell: Pandora Tomorrow,1.453,3.614,Ubisoft,7/4/2005
PS2,Tom Clancy's Splinter Cell: Pandora Tomorrow,3.491,3.491,Ubisoft,7/4/2005
PS4,Tom Clancy's The Division,83.915,183.753,Ubisoft,10/3/2016
PS4,Tom Clancy's The Division 2,65.173,165.323,Ubisoft,15/03/2019
GBA,Tomato Adventure,12.686,48.944,Nintendo,21/01/2002
PS1,Tomb Raider,25.749,113.081,Victor Interactive Software,14/02/1997
PS3,Tomb Raider,32.924,64.369,Square Enix,25/04/2013
SAT,Tomb Raider,18.284,32.295,Victor Interactive Software,24/01/1997
360,Tomb Raider,4.934,17.158,Square Enix,25/04/2013
PS3,Tomb Raider [All Versions],32.924,65.489,Square Enix,25/04/2013
PS1,Tomb Raider II,109.142,198.101,Victor Interactive Software,22/01/1998
PS1,Tomb Raider III: Adventures of Lara Croft,54.435,101.552,Enix,4/3/1999
360,Tomb Raider: Anniversary,2.397,3.474,Spike,27/03/2008
PS2,Tomb Raider: Anniversary,3.1,3.1,Spike,27/03/2008
PSP,Tomb Raider: Anniversary,2.7,2.7,Spike,27/03/2008
WII,Tomb Raider: Anniversary,1.3,1.3,Spike,27/03/2008
PS1,Tomb Raider: Chronicles,16.094,32.885,Capcom,31/05/2001
PS4,Tomb Raider: Definitive Edition,10.576,41.849,Square Enix,22/02/2014
PS3,Tomb Raider: Game of the Year Edition,1.12,1.12,Square Enix,27/03/2014
PS2,Tomb Raider: Legend,7.941,7.941,Spike,7/12/2006
360,Tomb Raider: Legend,2.661,7.09,Spike,5/10/2006
PSP,Tomb Raider: Legend,2.591,2.591,Spike,7/12/2006
PS2,Tomb Raider: The Angel of Darkness,22.947,43.872,Eidos,23/10/2003
PS1,Tomb Raider: The Last Revelation,20.902,43.964,Capcom,19/07/2000
DC,Tomb Raider: The Last Revelation,7.127,7.127,Capcom,19/07/2000
PS3,Tomb Raider: Underworld,12.132,21.909,Spike,29/01/2009
360,Tomb Raider: Underworld,3.452,6.33,Spike,29/01/2009
NDS,Tomodachi Collection,100.371,3.692.859,Nintendo,18/06/2009
3DS,Tomodachi Life,411.025,1.807.255,Nintendo,18/04/2013
3DS,Tomodachi Life [All Versions],411.025,1.913.966,Nintendo,18/04/2013
3DS,Tomodachi Life [Happy Price Selection],3.136,106.711,Nintendo,17/03/2016
PS1,Tomoyasu Hotei Stolen Song,37.725,81.987,SCE,21/05/1998
PSP,Tomoyo After: It's a Wonderful Life - CS Edition,15.495,23.24,Prototype,19/03/2009
PS2,Tomoyo After: It's a Wonderful Life - CS Edition,8.183,8.183,Prototype,25/01/2007
360,Tomoyo After: It's a Wonderful Life - CS Edition,1.071,1.071,Prototype,22/09/2010
NDS,Tomyka Hero: Rescue Force DS,1.7,18.893,Takara Tomy,20/11/2008
PS1,Tony Hawk's Pro Skater 2,4.449,4.449,Success,8/3/2001
PS2,Tony Hawk's Pro Skater 3,3.938,3.938,Success,21/11/2002
PS3,Tony Hawk's Project 8,1.8,1.8,Spike,29/11/2007
360,Tony Hawk's Project 8,1.1,1.1,Spike,29/11/2007
PS2,Tony Hawk's Underground,,16.62,Capcom,27/05/2004
360,Too Human,8.84,13.359,Microsoft,28/08/2008
NGC,Top Gun: Combat Zones,1.573,1.573,TITUS Japan,26/12/2002
PS2,Top o Nerae! Gunbuster,8.648,15.9,Bandai,2/2/2005
PS3,Top Spin 3,1.6,5.483,D3 Publisher,30/07/2009
PS3,Top Spin 4,,3.977,Take-Two Interactive Japan,21/04/2011
PSP,ToraDora Portable!,32.573,55.669,Bandai Namco,30/04/2009
PSP,ToraDora Portable! [PSP the Best],,13.463,Bandai Namco,3/11/2010
PS2,Tori no Hoshi: Aerial Planet,2.7,2.7,Nippon Ichi Software,28/02/2008
3DS,Toriko: Gourmet Battle!,12.709,55.064,Bandai Namco,4/7/2013
3DS,Toriko: Gourmet Monsters!,34.43,141.751,Bandai Namco,13/12/2012
PSP,Toriko: Gourmet Survival!,60.528,147.307,Bandai Namco,4/8/2011
PSP,Toriko: Gourmet Survival! [All Versions],60.528,149.372,Bandai Namco,4/8/2011
PSP,Toriko: Gourmet Survival! [PSP the Best],,2.065,Bandai Namco,21/02/2013
PSP,Toriko: Gourmet Survival! 2,43.79,114.185,Bandai Namco,5/7/2012
3DS,Toriko: Ultimate Survival,11.566,29.635,Bandai Namco,28/11/2013
PS2,Toro to Kyuujitsu,51.771,86.706,SCE,29/11/2001
PS3,Toro to Morimori,4.386,9.239,SCE,23/07/2009
PS1,Total NBA '96,30.078,83.931,SCE,5/7/1996
PS1,Total NBA '97,29.1,63.22,SCE,27/06/1997
NDS,Tottadoo! Yoiko's Deserted Island Life.,40.62,198.359,Bandai Namco,3/4/2008
